# Abundance and Variation Measurements for Strains Grown in YEPD and SD
# Newman et al. Nature 2006
# ORF	Name	NA	Ave. YEPD	Error	Ave. SD	Error
orf	gene	avg.yepd.abund	avg.yepd.abund.error	avg.sd.abund	avg.sd.abund.error
YPL005W	AEP3	NA	NA	NA	NA
YPL006W	NCR1	NA	NA	NA	NA
YPL007C	TFC8	NA	NA	NA	NA
YPL008W	CHL1	NA	NA	NA	NA
YPL009C	NA	359.0	27.29	268.0	27.54
YPL010W	RET3	NA	NA	1365.5	63.44
YPL011C	TAF3	49.0	21.38	NA	NA
YPL012W	RRP12	602.0	33.66	342.0	29.54
YPL013C	MRPS16	NA	NA	94.8	22.50
YPL014W	NA	54.5	21.46	98.0	34.13
YPL015C	HST2	141.5	22.78	146.0	24.70
YPL016W	SWI1	64.5	21.59	55.5	22.47
YPL017C	NA	NA	NA	NA	NA
YPL018W	CTF19	NA	NA	NA	NA
YPL019C	VTC3	NA	NA	NA	NA
YPL020C	ULP1	NA	NA	NA	NA
YPL022W	RAD1	NA	NA	NA	NA
YPL024W	NCE4	NA	NA	NA	NA
YPL026C	SKS1	57.5	21.50	127.0	23.87
YPL028W	ERG10	1255.5	53.72	793.5	44.02
YPL029W	SUV3	NA	NA	NA	NA
YPL030W	NA	173.0	23.35	153.5	24.48
YPL031C	PHO85	181.0	23.49	152.5	24.81
YPL032C	SVL3	376.0	27.72	256.0	27.05
YPL037C	EGD1	5012.0	180.46	3817.3	157.86
YPL038W	MET31	NA	NA	57.1	21.87
YPL040C	ISM1	NA	NA	NA	NA
YPL043W	NOP4	327.0	26.54	198.5	25.64
YPL045W	VPS16	58.0	21.50	67.0	22.76
YPL046C	ELC1	NA	NA	NA	NA
YPL047W	SGF11	71.5	21.69	125.6	23.20
YPL048W	CAM1	1163.5	50.24	1107.5	55.79
YPL049C	DIG1	68.0	21.64	80.5	23.25
YPL050C	MNN9	212.5	23.84	128.5	23.24
YPL051W	ARL3	NA	NA	NA	NA
YPL053C	KTR6	139.5	22.75	51.0	21.81
YPL055C	LGE1	97.0	22.06	98.5	23.62
YPL057C	SUR1	316.5	26.06	88.5	22.38
YPL058C	PDR12	252.0	24.90	1743.7	79.40
YPL059W	GRX5	184.5	23.55	214.9	25.22
YPL060W	LPE10	NA	NA	NA	NA
YPL061W	ALD6	23681.0	826.40	14858.0	586.26
YPL063W	TIM50	248.0	24.81	342.0	29.99
YPL064C	CWC27	NA	NA	NA	NA
YPL065W	VPS28	NA	NA	NA	NA
YPL066W	NA	NA	NA	NA	NA
YPL067C	NA	NA	NA	NA	NA
YPL068C	NA	NA	NA	NA	NA
YPL069C	BTS1	NA	NA	118.0	24.03
YPL070W	MUK1	NA	NA	NA	NA
YPL071C	NA	NA	NA	NA	NA
YPL072W	UBP16	NA	NA	NA	NA
YPL074W	YTA6	NA	NA	NA	NA
YPL075W	GCR1	72.0	21.70	103.5	23.55
YPL076W	GPI2	45.0	21.17	52.0	21.76
YPL078C	ATP4	1275.5	53.78	1813.5	80.34
YPL079W	RPL21B	3531.0	129.96	2700.5	117.44
YPL081W	RPS9A	5222.5	187.68	5702.0	233.99
YPL082C	MOT1	373.0	27.62	281.5	28.80
YPL083C	SEN54	57.0	21.49	NA	NA
YPL084W	BRO1	190.5	23.67	222.5	26.36
YPL085W	SEC16	293.5	25.79	242.0	27.62
YPL086C	ELP3	251.5	24.89	137.0	24.19
YPL087W	YDC1	59.0	21.35	NA	NA
YPL089C	RLM1	NA	NA	NA	NA
YPL090C	RPS6A	5291.5	190.21	3925.0	165.38
YPL091W	GLR1	363.5	27.39	282.0	27.81
YPL093W	NOG1	1141.5	50.02	590.0	37.17
YPL094C	SEC62	592.0	33.02	435.0	31.07
YPL096W	PNG1	NA	NA	NA	NA
YPL097W	MSY1	52.0	21.42	86.5	23.13
YPL100W	ATG21	NA	NA	NA	NA
YPL104W	MSD1	NA	NA	NA	NA
YPL105C	NA	104.5	22.18	121.0	23.88
YPL106C	SSE1	5776.5	207.16	1906.5	85.55
YPL107W	NA	48.0	21.37	64.0	22.93
YPL108W	NA	NA	NA	NA	NA
YPL109C	NA	NA	NA	NA	NA
YPL110C	NA	46.5	21.35	NA	NA
YPL111W	CAR1	1426.5	59.04	1415.0	67.61
YPL112C	PEX25	65.5	21.61	130.0	24.34
YPL115C	BEM3	77.0	21.77	85.5	23.11
YPL116W	HOS3	60.0	21.53	105.5	23.53
YPL117C	IDI1	771.5	38.50	534.0	35.89
YPL118W	MRP51	143.5	22.82	172.5	25.40
YPL119C	DBP1	NA	NA	NA	NA
YPL120W	VPS30	NA	NA	74.5	22.25
YPL122C	TFB2	NA	NA	NA	NA
YPL124W	SPC29	73.0	21.71	NA	NA
YPL125W	KAP120	86.5	21.90	132.3	23.35
YPL126W	NAN1	323.0	26.45	199.5	25.73
YPL127C	HHO1	504.0	30.95	417.5	32.31
YPL128C	TBF1	139.5	22.76	128.0	23.97
YPL129W	TAF14	217.0	24.18	207.5	26.20
YPL131W	RPL5	6384.5	227.77	4079.5	170.51
YPL133C	RDS2	NA	NA	NA	NA
YPL134C	ODC1	NA	NA	NA	NA
YPL135W	ISU1	872.0	41.53	1794.0	79.20
YPL137C	NA	191.0	23.67	203.0	35.37
YPL138C	SPP1	NA	NA	NA	NA
YPL139C	UME1	NA	NA	NA	NA
YPL140C	MKK2	NA	NA	NA	NA
YPL141C	NA	NA	NA	NA	NA
YPL144W	NA	104.0	22.17	63.7	21.96
YPL145C	KES1	1179.0	51.07	994.5	52.20
YPL146C	NA	287.5	25.66	175.5	25.44
YPL150W	NA	NA	NA	NA	NA
YPL151C	PRP46	NA	NA	NA	NA
YPL152W	RRD2	NA	NA	NA	NA
YPL153C	RAD53	NA	NA	NA	NA
YPL154C	PEP4	NA	NA	NA	NA
YPL155C	KIP2	NA	NA	NA	NA
YPL157W	TGS1	NA	NA	NA	NA
YPL158C	NA	NA	NA	NA	NA
YPL160W	CDC60	3516.5	129.31	2858.5	122.41
YPL161C	BEM4	139.0	22.53	123.5	23.90
YPL162C	NA	218.5	23.96	151.0	23.62
YPL163C	SVS1	147.5	22.91	NA	NA
YPL166W	NA	NA	NA	NA	NA
YPL168W	NA	NA	NA	NA	NA
YPL169C	MEX67	NA	NA	NA	NA
YPL170W	DAP1	198.0	23.57	88.5	22.44
YPL172C	COX10	NA	NA	NA	NA
YPL175W	SPT14	NA	NA	53.0	21.81
YPL177C	CUP9	NA	NA	NA	NA
YPL178W	CBC2	307.0	26.09	243.5	27.08
YPL179W	PPQ1	NA	NA	NA	NA
YPL180W	TCO89	NA	NA	NA	NA
YPL181W	CTI6	65.0	21.60	57.5	22.59
YPL183C	NA	167.0	23.23	76.5	23.07
YPL183W-A	NA	182.0	23.50	236.9	25.74
YPL184C	NA	357.5	27.26	290.5	28.02
YPL188W	POS5	NA	NA	NA	NA
YPL190C	NAB3	NA	NA	NA	NA
YPL191C	NA	NA	NA	NA	NA
YPL192C	PRM3	NA	NA	NA	NA
YPL193W	RSA1	NA	NA	NA	NA
YPL194W	DDC1	NA	NA	NA	NA
YPL195W	APL5	249.0	24.83	137.7	23.51
YPL198W	RPL7B	1712.5	68.46	2358.0	102.29
YPL199C	NA	NA	NA	NA	NA
YPL202C	AFT2	NA	NA	NA	NA
YPL203W	TPK2	65.0	21.60	84.0	22.33
YPL204W	HRR25	425.5	28.91	244.0	26.83
YPL206C	NA	NA	NA	NA	NA
YPL207W	NA	226.5	24.37	186.0	25.38
YPL208W	NA	51.5	21.42	55.0	22.53
YPL209C	IPL1	NA	NA	NA	NA
YPL210C	SRP72	395.0	28.21	368.0	30.28
YPL211W	NIP7	657.0	35.18	519.3	33.69
YPL212C	PUS1	262.5	25.12	211.5	26.08
YPL213W	LEA1	NA	NA	NA	NA
YPL214C	THI6	NA	NA	NA	NA
YPL215W	CBP3	256.0	24.71	295.0	27.15
YPL219W	PCL8	NA	NA	NA	NA
YPL220W	RPL1A	1295.5	54.88	907.5	48.95
YPL221W	BOP1	481.0	30.03	285.2	26.96
YPL222W	FMP40	NA	NA	NA	NA
YPL223C	GRE1	NA	NA	NA	NA
YPL225W	NA	NA	NA	374.2	29.59
YPL226W	NEW1	2488.5	94.41	1206.0	59.12
YPL227C	ALG5	269.5	24.99	145.5	23.55
YPL228W	CET1	78.5	21.79	NA	NA
YPL229W	NA	NA	NA	NA	NA
YPL231W	FAS2	2322.0	88.94	2315.0	108.33
YPL232W	SSO1	NA	NA	NA	NA
YPL233W	NSL1	66.0	21.61	NA	NA
YPL234C	TFP3	453.0	29.30	304.0	27.46
YPL236C	NA	NA	NA	NA	NA
YPL239W	YAR1	467.5	29.99	338.7	28.39
YPL240C	HSP82	6395.0	228.10	3716.0	154.67
YPL241C	CIN2	NA	NA	NA	NA
YPL242C	IQG1	NA	NA	NA	NA
YPL243W	SRP68	499.0	30.84	380.0	30.67
YPL245W	NA	NA	NA	NA	NA
YPL246C	RBD2	641.5	34.38	448.0	31.54
YPL247C	NA	NA	NA	NA	NA
YPL249C	GYP5	NA	NA	NA	NA
YPL249C-A	RPL36B	2278.5	87.50	2312.4	99.19
YPL250C	ICY2	NA	NA	NA	NA
YPL252C	YAH1	189.5	23.68	464.1	32.08
YPL254W	HFI1	NA	NA	NA	NA
YPL255W	BBP1	NA	NA	71.5	22.12
YPL256C	CLN2	NA	NA	NA	NA
YPL259C	APM1	165.5	22.98	NA	NA
YPL260W	NA	633.5	34.52	544.0	48.04
YPL262W	FUM1	124.0	22.49	447.0	32.70
YPL263C	KEL3	376.0	27.73	279.0	27.63
YPL265W	DIP5	1699.5	67.67	1500.0	68.55
YPL269W	KAR9	NA	NA	NA	NA
YPL270W	MDL2	88.5	21.75	165.5	24.02
YPL271W	ATP15	1437.5	59.40	1182.0	57.19
YPL273W	SAM4	845.5	40.73	900.5	48.49
YPL274W	SAM3	497.0	30.45	271.0	26.57
YPR001W	CIT3	NA	NA	NA	NA
YPR002W	PDH1	NA	NA	NA	NA
YPR003C	NA	NA	NA	51.7	21.81
YPR004C	NA	682.5	35.90	891.5	48.63
YPR006C	ICL2	NA	NA	NA	NA
YPR008W	HAA1	54.5	21.46	59.0	22.61
YPR010C	RPA135	810.0	39.67	599.0	37.80
YPR011C	NA	NA	NA	NA	NA
YPR013C	NA	NA	NA	NA	NA
YPR016C	TIF6	1059.5	47.31	783.0	44.18
YPR017C	DSS4	84.5	21.70	95.5	22.55
YPR019W	CDC54	215.0	24.15	160.5	24.79
YPR020W	ATP20	NA	NA	NA	NA
YPR022C	NA	NA	NA	NA	NA
YPR023C	EAF3	NA	NA	NA	NA
YPR024W	YME1	120.5	22.23	77.4	22.31
YPR025C	CCL1	53.5	21.44	50.5	22.67
YPR028W	YOP1	1311.0	54.92	1060.0	52.38
YPR029C	APL4	NA	NA	NA	NA
YPR031W	NTO1	NA	NA	NA	NA
YPR032W	SRO7	133.5	22.65	NA	NA
YPR033C	HTS1	1119.5	49.27	772.0	43.76
YPR034W	ARP7	258.0	25.02	195.5	25.93
YPR035W	GLN1	7803.5	276.67	10043.0	405.66
YPR036W	VMA13	1510.5	61.38	1148.5	55.71
YPR037C	ERV2	NA	NA	NA	NA
YPR040W	TIP41	72.0	21.70	56.5	22.77
YPR041W	TIF5	2286.0	87.59	1335.0	64.28
YPR042C	PUF2	102.0	22.14	132.5	24.13
YPR043W	RPL43A	6409.5	229.07	4794.0	197.84
YPR045C	NA	74.5	21.73	91.5	23.47
YPR046W	MCM16	NA	NA	50.4	21.76
YPR047W	MSF1	NA	NA	NA	NA
YPR049C	ATG11	NA	NA	NA	NA
YPR051W	MAK3	118.5	22.40	103.2	22.66
YPR052C	NHP6A	1074.5	47.81	734.1	41.47
YPR055W	SEC8	135.0	22.67	64.0	22.03
YPR056W	TFB4	NA	NA	NA	NA
YPR057W	BRR1	NA	NA	NA	NA
YPR060C	ARO7	478.5	30.28	220.0	26.53
YPR061C	JID1	NA	NA	NA	NA
YPR062W	FCY1	504.0	30.95	313.6	27.56
YPR063C	NA	NA	NA	NA	NA
YPR065W	ROX1	79.5	21.80	54.0	22.75
YPR066W	UBA3	NA	NA	NA	NA
YPR067W	ISA2	59.0	21.52	172.7	24.16
YPR069C	SPE3	764.0	38.32	470.5	33.99
YPR070W	MED1	79.5	21.80	61.5	22.62
YPR071W	NA	NA	NA	NA	NA
YPR072W	NOT5	324.5	26.48	295.0	28.20
YPR073C	LTP1	140.0	22.76	123.2	23.05
YPR074C	TKL1	6564.0	233.40	4893.5	200.94
YPR075C	OPY2	79.5	21.80	NA	NA
YPR079W	MRL1	81.0	21.83	114.5	22.91
YPR080W	TEF1	39837.5	1381.94	30271.5	1193.33
YPR081C	GRS2	NA	NA	NA	NA
YPR083W	MDM36	NA	NA	NA	NA
YPR086W	SUA7	118.5	22.40	63.0	22.97
YPR090W	NA	118.0	22.40	129.5	24.10
YPR091C	NA	134.5	22.67	181.0	25.14
YPR097W	NA	NA	NA	NA	NA
YPR098C	NA	NA	NA	NA	NA
YPR100W	MRPL51	77.0	21.77	208.2	25.02
YPR101W	SNT309	NA	NA	59.2	21.92
YPR102C	RPL11A	1508.5	61.88	923.7	47.84
YPR103W	PRE2	NA	NA	NA	NA
YPR104C	FHL1	NA	NA	NA	NA
YPR105C	COG4	NA	NA	NA	NA
YPR107C	YTH1	51.0	21.41	NA	NA
YPR108W	RPN7	78.0	21.78	78.0	23.20
YPR110C	RPC40	690.0	36.11	630.5	39.11
YPR111W	DBF20	NA	NA	58.0	22.56
YPR113W	PIS1	355.0	26.90	233.0	25.62
YPR114W	NA	696.0	35.95	444.0	31.32
YPR115W	NA	NA	NA	48.0	22.41
YPR116W	NA	NA	NA	NA	NA
YPR118W	NA	150.0	22.93	NA	NA
YPR119W	CLB2	NA	NA	NA	NA
YPR122W	AXL1	NA	NA	NA	NA
YPR124W	CTR1	881.5	42.04	NA	NA
YPR125W	NA	436.0	29.18	355.5	30.40
YPR127W	NA	NA	NA	NA	NA
YPR128C	ANT1	119.0	22.41	148.5	23.64
YPR129W	SCD6	138.0	22.72	159.0	24.98
YPR131C	NAT3	94.0	22.02	50.5	22.66
YPR132W	RPS23B	2142.5	82.50	1439.5	68.76
YPR134W	MSS18	NA	NA	NA	NA
YPR135W	CTF4	NA	NA	NA	NA
YPR137W	RRP9	192.5	23.71	149.0	24.44
YPR138C	MEP3	119.0	22.21	112.0	22.88
YPR139C	VPS66	NA	NA	NA	NA
YPR140W	TAZ1	NA	NA	NA	NA
YPR141C	KAR3	NA	NA	NA	NA
YPR143W	NA	335.0	26.72	266.5	27.78
YPR144C	NOC4	202.0	23.89	77.0	23.02
YPR145W	ASN1	3729.0	136.63	9502.5	378.67
YPR147C	NA	NA	NA	NA	NA
YPR148C	NA	NA	NA	NA	NA
YPR149W	NCE102	3401.5	124.97	3908.5	161.44
YPR152C	NA	NA	NA	NA	NA
YPR154W	PIN3	108.5	22.24	84.0	23.33
YPR155C	NCA2	NA	NA	NA	NA
YPR156C	TPO3	613.0	33.58	512.5	34.28
YPR159W	KRE6	389.0	27.71	162.6	23.92
YPR160W	GPH1	244.0	24.72	267.0	27.70
YPR161C	SGV1	83.5	21.86	NA	NA
YPR163C	TIF3	2433.0	92.52	1860.5	84.16
YPR168W	NUT2	208.0	24.00	192.2	24.55
YPR169W	JIP5	155.5	23.03	NA	NA
YPR171W	BSP1	71.5	21.69	NA	NA
YPR172W	NA	64.0	21.58	129.7	23.17
YPR173C	VPS4	204.5	23.69	179.5	24.34
YPR174C	NA	55.5	21.47	55.0	22.73
YPR175W	DPB2	NA	NA	64.5	22.72
YPR178W	PRP4	NA	NA	NA	NA
YPR179C	HDA3	NA	NA	NA	NA
YPR180W	AOS1	101.5	22.13	64.0	22.99
YPR182W	SMX3	198.0	23.81	177.2	24.37
YPR183W	DPM1	NA	NA	694.0	39.34
YPR184W	GDB1	48.0	21.38	89.0	23.58
YPR185W	ATG13	NA	NA	NA	NA
YPR186C	PZF1	NA	NA	NA	NA
YPR187W	RPO26	1266.0	53.45	1080.3	53.76
YPR188C	MLC2	NA	NA	NA	NA
YPR189W	SKI3	253.5	24.93	167.0	24.79
YPR190C	RPC82	143.0	22.81	80.5	22.99
YPR191W	QCR2	198.0	23.57	371.0	29.40
