#An estimate of relative contributions of transcriptional and translational regulation by absolute protein expression profiling													
#Peng Lu, Christine Vogel, Rong Wang, Xin Yao, Edward M. Marcotte													
#Supplemental Dataset S1.  APEX yeast protein abundances for rich and minimal media, with comparisons to other datasets													
#													
#Other protein and mRNA datasets are from the following sources:													
#Name	Type	Reference 											
#SAGE	mRNA	Velculescu, Cell 1997											
#HDA	mRNA	Holstege, Cell 1998											
#Wang	mRNA	Wang, PNAS 2002											
#GFP-YPD	protein	Newman, Nature 2006											
#& GFP-YMD													
#Western	protein	Ghaemmaghami, Nature 2003											
#2Dgel	protein	Futcher, Mol Cell Biol 1999											
#													
#Annotation and APEX normalization terms								YPD			YMD		
#YORF	Name	NCBI gi	NCBI gi2	SGD ID	ORF status	# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long	O_i (Integrated probability of peptide observations)	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX
orf	name	ncbi.gi	ncbi.gi2	sgd	orf.status	num.tryptic.peptides	o.i	n.i.ypd	p.i.ypd	apex.ypd	n.i.ymd	p.i.ymd	apex.ymd
YGL005C	COD5	6321433	NA	S000002973	ORF|Verified	85	28.75	NA	NA	NA	NA	NA	NA
YGL006W	PMC1	6321432	NA	S000002974	ORF|Verified	361	91.01	NA	NA	NA	NA	NA	NA
YGL007W	YGL007W	6321431	NA	S000002975	ORF|Dubious	43	9.23	NA	NA	NA	NA	NA	NA
YGL008C	PMA1	6321430	NA	S000002976	ORF|Verified	191	46.93	NA	NA	NA	NA	NA	NA
YGL009C	LEU1	6321429	NA	S000002977	ORF|Verified	248	59.75	13	1	20229	44	1	60382
YGL010W	YGL010W	6321428	NA	S000002978	ORF|Uncharacterized	41	9.74	NA	NA	NA	NA	NA	NA
YGL011C	SCL1	6321427	NA	S000002979	ORF|Verified	76	26.49	4	0.97	13618	NA	NA	NA
YGL012W	ERG4	6321426	NA	S000002980	ORF|Verified	108	21.07	NA	NA	NA	NA	NA	NA
YGL013C	PDR1	6321425	NA	S000002981	ORF|Verified	295	73.41	NA	NA	NA	NA	NA	NA
YGL014W	PUF4	6321424	NA	S000002982	ORF|Verified	178	44.77	NA	NA	NA	NA	NA	NA
YGL015C	YGL015C	6321423	NA	S000002983	ORF|Uncharacterized	36	5.85	NA	NA	NA	NA	NA	NA
YGL016W	KAP122	6321422	NA	S000002984	ORF|Verified	198	49.8	NA	NA	NA	NA	NA	NA
YGL017W	ATE1	6321421	NA	S000002985	ORF|Verified	159	38.46	1	0.23	556	NA	NA	NA
YGL018C	JAC1	6321420	NA	S000002986	ORF|Verified	72	18.5	NA	NA	NA	NA	NA	NA
YGL019W	CKB1	6321419	NA	S000002987	ORF|Verified	71	15.49	NA	NA	NA	NA	NA	NA
YGL020C	YGL020C	6321418	NA	S000002988	ORF|Verified	82	21.85	NA	NA	NA	NA	NA	NA
YGL021W	ALK1	6321417	NA	S000002989	ORF|Verified	271	76.39	2	0.44	1071	2	0.71	1524
YGL022W	STT3	6321416	NA	S000002990	ORF|Verified	173	43	NA	NA	NA	NA	NA	NA
YGL023C	PIB2	6321415	NA	S000002991	ORF|Verified	200	58.97	3	0.92	4352	1	0.57	793
YGL024W	YGL024W	6321413	NA	S000002992	ORF|Dubious	26	6.34	NA	NA	NA	NA	NA	NA
YGL025C	PGD1	6321414	NA	S000002993	ORF|Verified	88	20.07	NA	NA	NA	NA	NA	NA
YGL026C	TRP5	6321412	NA	S000002994	ORF|Verified	191	54.2	6	1	10293	16	1	24205
YGL027C	CWH41	6321411	NA	S000002995	ORF|Verified	231	66.02	NA	NA	NA	NA	NA	NA
YGL028C	SCW11	6321410	NA	S000002996	ORF|Verified	46	6.37	NA	NA	NA	NA	NA	NA
YGL029W	CGR1	6321409	NA	S000002997	ORF|Verified	101	6.7	NA	NA	NA	NA	NA	NA
YGL030W	RPL30	6321408	NA	S000002998	ORF|Verified	42	10.74	6	0.65	33763	4	1	30538
YGL031C	RPL24A	6321407	NA	S000002999	ORF|Verified	108	11.59	NA	NA	NA	NA	NA	NA
YGL032C	AGA2	6321406	NA	S000003000	ORF|Verified	11	2.54	NA	NA	NA	NA	NA	NA
YGL033W	HOP2	9755333	NA	S000003001	ORF|Verified	81	16.73	NA	NA	NA	NA	NA	NA
YGL034C	YGL034C	6321404	NA	S000003002	ORF|Dubious	42	10.76	NA	NA	NA	NA	NA	NA
YGL035C	MIG1	6321403	NA	S000003003	ORF|Verified	124	26.99	NA	NA	NA	NA	NA	NA
YGL036W	YGL036W	6321402	NA	S000003004	ORF|Uncharacterized	208	56.53	NA	NA	NA	NA	NA	NA
YGL037C	PNC1	6321401	NA	S000003005	ORF|Verified	63	16.57	NA	NA	NA	2	0.48	4751
YGL038C	OCH1	6321400	NA	S000003006	ORF|Verified	138	37.97	NA	NA	NA	NA	NA	NA
YGL039W	YGL039W	6321399	NA	S000003007	ORF|Verified	103	27.45	NA	NA	NA	NA	NA	NA
YGL040C	HEM2	6321398	NA	S000003008	ORF|Verified	96	25.58	NA	NA	NA	NA	NA	NA
YGL041C	YGL041C	6321397	NA	S000003009	ORF|Dubious	26	3.73	NA	NA	NA	NA	NA	NA
YGL042C	YGL042C	6321396	NA	S000003010	ORF|Dubious	16	4.71	NA	NA	NA	NA	NA	NA
YGL043W	DST1	6321395	NA	S000003011	ORF|Verified	130	32.87	NA	NA	NA	NA	NA	NA
YGL044C	RNA15	6321394	NA	S000003012	ORF|Verified	62	17.03	NA	NA	NA	NA	NA	NA
YGL045W	YGL045W	6321393	NA	S000003013	ORF|Verified	65	19.54	NA	NA	NA	NA	NA	NA
YGL046W	YGL046W	6321392	NA	SGDID	ORF-Status	114	25.79	NA	NA	NA	NA	NA	NA
YGL047W	YGL047W	6321391	NA	S000003015	ORF|Verified	50	14.4	NA	NA	NA	NA	NA	NA
YGL048C	RPT6	6321390	NA	S000003016	ORF|Verified	170	46.06	NA	NA	NA	NA	NA	NA
YGL049C	TIF4632	6321389	NA	S000003017	ORF|Verified	348	76.16	NA	NA	NA	NA	NA	NA
YGL050W	YGL050W	6321388	NA	S000003018	ORF|Uncharacterized	105	28.51	NA	NA	NA	NA	NA	NA
YGL051W	YGL051W	6321387	NA	S000003019	ORF|Verified	66	18.37	NA	NA	NA	NA	NA	NA
YGL052W	YGL052W	6321386	NA	S000003020	ORF|Dubious	44	9.24	NA	NA	NA	NA	NA	NA
YGL053W	PRM8	6321385	NA	S000003021	ORF|Verified	56	14.9	NA	NA	NA	NA	NA	NA
YGL054C	ERV14	6321384	NA	S000003022	ORF|Verified	27	6.02	NA	NA	NA	NA	NA	NA
YGL055W	OLE1	6321383	NA	S000003023	ORF|Verified	156	35.8	NA	NA	NA	NA	NA	NA
YGL056C	SDS23	6321382	NA	S000003024	ORF|Verified	142	36.53	NA	NA	NA	6	0.41	5522
YGL057C	YGL057C	6321381	NA	S000003025	ORF|Uncharacterized	96	27.61	NA	NA	NA	NA	NA	NA
YGL058W	RAD6	6321380	NA	S000003026	ORF|Verified	39	6.49	NA	NA	NA	NA	NA	NA
YGL059W	YGL059W	6321379	NA	S000003027	ORF|Uncharacterized	126	33.64	NA	NA	NA	NA	NA	NA
YGL060W	YGL060W	6321378	NA	S000003028	ORF|Verified	157	41.12	NA	NA	NA	1	0.22	439
YGL061C	DUO1	6321377	NA	S000003029	ORF|Verified	85	21.08	NA	NA	NA	NA	NA	NA
YGL062W	PYC1	6321376	NA	S000003030	ORF|Verified	348	93.68	13	1	12902	4	0.49	1716
YGL063W	PUS2	6321375	NA	S000003031	ORF|Verified	120	36.36	NA	NA	NA	NA	NA	NA
YGL064C	MRH4	6321374	NA	S000003032	ORF|Verified	229	66.95	NA	NA	NA	NA	NA	NA
YGL065C	ALG2	6321373	NA	S000003033	ORF|Verified	134	32.05	NA	NA	NA	NA	NA	NA
YGL066W	SGF73	6321372	NA	S000003034	ORF|Verified	200	44.31	1	0.27	567	NA	NA	NA
YGL067W	NPY1	6321371	NA	S000003035	ORF|Verified	108	25.46	NA	NA	NA	1	0.48	1546
YGL068W	YGL068W	6321369	NA	S000003036	ORF|Verified	71	17.2	NA	NA	NA	NA	NA	NA
YGL069C	YGL069C	6321370	NA	S000003037	ORF|Dubious	19	5.57	NA	NA	NA	NA	NA	NA
YGL070C	RPB9	6321368	NA	S000003038	ORF|Verified	46	7.75	NA	NA	NA	NA	NA	NA
YGL071W	RCS1	6321367	NA	S000003039	ORF|Verified	153	31.76	NA	NA	NA	NA	NA	NA
YGL072C	YGL072C	6321366	NA	S000003040	ORF|Dubious	28	8.26	NA	NA	NA	NA	NA	NA
YGL073W	HSF1	6321364	NA	S000003041	ORF|Verified	203	67.06	NA	NA	NA	NA	NA	NA
YGL074C	YGL074C	6321365	NA	S000003042	ORF|Dubious	26	4.22	NA	NA	NA	NA	NA	NA
YGL075C	MPS2	6321363	NA	S000003043	ORF|Verified	143	45.3	NA	NA	NA	NA	NA	NA
YGL076C	RPL7A	6321362	NA	S000003044	ORF|Verified	117	27.18	NA	NA	NA	NA	NA	NA
YGL077C	HNM1	6321361	NA	S000003045	ORF|Verified	73	13.67	NA	NA	NA	NA	NA	NA
YGL078C	DBP3	6321360	NA	S000003046	ORF|Verified	211	47.64	NA	NA	NA	NA	NA	NA
YGL079W	YGL079W	6321359	NA	S000003047	ORF|Uncharacterized	47	14.37	NA	NA	NA	NA	NA	NA
YGL080W	YGL080W	6321358	NA	S000003048	ORF|Uncharacterized	49	9.27	1	0.45	4513	NA	NA	NA
YGL081W	YGL081W	6321357	NA	S000003049	ORF|Uncharacterized	104	21.52	NA	NA	NA	NA	NA	NA
YGL082W	YGL082W	6321356	NA	S000003050	ORF|Uncharacterized	99	23.06	NA	NA	NA	NA	NA	NA
YGL083W	SCY1	6321355	NA	S000003051	ORF|Verified	243	74.4	NA	NA	NA	NA	NA	NA
YGL084C	GUP1	6321354	NA	S000003052	ORF|Verified	150	40.11	NA	NA	NA	NA	NA	NA
YGL085W	YGL085W	6321353	NA	S000003053	ORF|Uncharacterized	120	29.7	NA	NA	NA	NA	NA	NA
YGL086W	MAD1	6321352	NA	S000003054	ORF|Verified	286	80.19	NA	NA	NA	NA	NA	NA
YGL087C	MMS2	6321351	NA	S000003055	ORF|Verified	50	10.24	NA	NA	NA	NA	NA	NA
YGL088W	YGL088W	6321350	NA	S000003056	ORF|Dubious	22	4.69	NA	NA	NA	NA	NA	NA
YGL089C	MF(ALPHA)2	6321349	NA	S000003057	ORF|Verified	12	4.74	NA	NA	NA	NA	NA	NA
YGL090W	LIF1	6321348	NA	S000003058	ORF|Verified	156	41.57	NA	NA	NA	2	0.48	1894
YGL091C	NBP35	6321347	NA	S000003059	ORF|Verified	74	16.82	NA	NA	NA	NA	NA	NA
YGL092W	NUP145	6321346	NA	S000003060	ORF|Verified	350	97.1	NA	NA	NA	NA	NA	NA
YGL093W	SPC105	6321345	NA	S000003061	ORF|Verified	317	87.34	NA	NA	NA	NA	NA	NA
YGL094C	PAN2	6321344	NA	S000003062	ORF|Verified	332	81.74	2	0.61	1388	NA	NA	NA
YGL095C	VPS45	6321343	NA	S000003063	ORF|Verified	206	55.69	NA	NA	NA	4	0.87	5124
YGL096W	TOS8	6321342	NA	S000003064	ORF|Verified	83	24.11	NA	NA	NA	NA	NA	NA
YGL097W	SRM1	6321341	NA	S000003065	ORF|Verified	140	30.66	NA	NA	NA	NA	NA	NA
YGL098W	YGL098W	6321340	NA	S000003066	ORF|Verified	78	21.88	NA	NA	NA	NA	NA	NA
YGL099W	LSG1	6321339	NA	S000003067	ORF|Verified	267	73.15	2	0.3	763	1	0.56	628
YGL100W	SEH1	6321338	NA	S000003068	ORF|Verified	106	26.04	NA	NA	NA	NA	NA	NA
YGL101W	YGL101W	6321337	NA	S000003069	ORF|Uncharacterized	77	18.81	NA	NA	NA	NA	NA	NA
YGL102C	YGL102C	6321336	NA	S000003070	ORF|Dubious	5	0.31	NA	NA	NA	NA	NA	NA
YGL103W	RPL28	6321335	NA	S000003071	ORF|Verified	77	18.73	31	1	153887	37	1	161977
YGL104C	VPS73	6321334	NA	S000003072	ORF|Verified	98	14.05	NA	NA	NA	NA	NA	NA
YGL105W	ARC1	6321333	NA	S000003073	ORF|Verified	142	34.87	17	1	45329	7	1	16460
YGL106W	MLC1	6321332	NA	S000003074	ORF|Verified	53	18.36	NA	NA	NA	4	0.93	16613
YGL107C	YGL107C	6321331	NA	S000003075	ORF|Verified	221	64.9	3	0.49	2106	NA	NA	NA
YGL108C	YGL108C	6321330	NA	S000003076	ORF|Uncharacterized	89	13.61	NA	NA	NA	NA	NA	NA
YGL109W	YGL109W	6321329	NA	S000003077	ORF|Dubious	25	3.23	NA	NA	NA	NA	NA	NA
YGL110C	YGL110C	6321328	NA	S000003078	ORF|Uncharacterized	254	51.62	NA	NA	NA	NA	NA	NA
YGL111W	NSA1	6321327	NA	S000003079	ORF|Verified	185	49.21	NA	NA	NA	NA	NA	NA
YGL112C	TAF6	6321326	NA	S000003080	ORF|Verified	135	42.2	NA	NA	NA	NA	NA	NA
YGL113W	SLD3	6321325	NA	S000003081	ORF|Verified	292	76.22	NA	NA	NA	NA	NA	NA
YGL114W	YGL114W	6321324	NA	S000003082	ORF|Uncharacterized	140	31.46	NA	NA	NA	NA	NA	NA
YGL115W	SNF4	6321323	NA	S000003083	ORF|Verified	97	29.33	NA	NA	NA	NA	NA	NA
YGL116W	CDC20	6321322	NA	S000003084	ORF|Verified	187	48.98	1	0.23	437	NA	NA	NA
YGL117W	YGL117W	6321321	NA	S000003085	ORF|Uncharacterized	94	26.72	NA	NA	NA	NA	NA	NA
YGL118C	YGL118C	6321320	NA	S000003086	ORF|Dubious	41	11.26	NA	NA	NA	NA	NA	NA
YGL119W	ABC1	6321319	NA	S000003087	ORF|Verified	209	52.92	NA	NA	NA	NA	NA	NA
YGL120C	PRP43	6321318	NA	S000003088	ORF|Verified	249	61.42	NA	NA	NA	NA	NA	NA
YGL121C	YGL121C	6321317	NA	S000003089	ORF|Verified	34	8.91	NA	NA	NA	NA	NA	NA
YGL122C	NAB2	6321316	NA	S000003090	ORF|Verified	138	25.2	NA	NA	NA	NA	NA	NA
YGL123W	RPS2	6321315	NA	S000003091	ORF|Verified	95	22.89	53	1	215282	63	1	225676
YGL124C	MON1	6321314	NA	S000003092	ORF|Verified	193	53.85	NA	NA	NA	NA	NA	NA
YGL125W	MET13	6321313	NA	S000003093	ORF|Verified	144	40.98	NA	NA	NA	NA	NA	NA
YGL126W	SCS3	6321312	NA	S000003094	ORF|Verified	96	22.61	NA	NA	NA	NA	NA	NA
YGL127C	SOH1	6321311	NA	S000003095	ORF|Verified	20	4.43	NA	NA	NA	NA	NA	NA
YGL128C	CWC23	6321310	NA	S000003096	ORF|Verified	90	22.67	NA	NA	NA	2	0.66	4774
YGL129C	RSM23	6321309	NA	S000003097	ORF|Verified	188	56.44	NA	NA	NA	1	0.24	349
YGL130W	CEG1	6321308	NA	S000003098	ORF|Verified	146	39.59	NA	NA	NA	1	0.38	787
YGL131C	YGL131C	6321307	NA	S000003099	ORF|Verified	532	119.69	NA	NA	NA	NA	NA	NA
YGL132W	YGL132W	6321306	NA	S000003100	ORF|Dubious	21	4.81	NA	NA	NA	NA	NA	NA
YGL133W	ITC1	6321305	NA	S000003101	ORF|Verified	464	119.48	NA	NA	NA	NA	NA	NA
YGL134W	PCL10	6321304	NA	S000003102	ORF|Verified	109	23.12	NA	NA	NA	NA	NA	NA
YGL135W	RPL1B	6321303	NA	S000003103	ORF|Verified	94	22	NA	NA	NA	NA	NA	NA
YGL136C	MRM2	6321302	NA	S000003104	ORF|Verified	113	27.65	NA	NA	NA	NA	NA	NA
YGL137W	SEC27	6321301	NA	S000003105	ORF|Verified	223	62.39	NA	NA	NA	NA	NA	NA
YGL138C	YGL138C	6321300	NA	S000003106	ORF|Uncharacterized	125	25.67	NA	NA	NA	NA	NA	NA
YGL139W	YGL139W	6321299	NA	S000003107	ORF|Uncharacterized	159	37.11	NA	NA	NA	NA	NA	NA
YGL140C	YGL140C	6321298	NA	S000003108	ORF|Uncharacterized	338	76.19	NA	NA	NA	1	0.24	258
YGL141W	HUL5	6321297	NA	S000003109	ORF|Verified	309	83.1	NA	NA	NA	NA	NA	NA
YGL142C	GPI10	6321296	NA	S000003110	ORF|Verified	169	49.27	NA	NA	NA	NA	NA	NA
YGL143C	MRF1	6321295	NA	S000003111	ORF|Verified	159	36.23	NA	NA	NA	NA	NA	NA
YGL144C	YGL144C	6321294	NA	S000003112	ORF|Verified	182	53.22	1	0.37	646	1	0.75	1156
YGL145W	TIP20	14318435	6321293	S000003113	ORF|Verified	205	61.7	NA	NA	NA	4	0.37	1967
YGL146C	YGL146C	6321292	NA	S000003114	ORF|Uncharacterized	82	17.52	NA	NA	NA	NA	NA	NA
YGL147C	RPL9A	6321291	NA	S000003115	ORF|Verified	83	23.39	32	1	127203	34	1	119190
YGL148W	ARO2	6321290	NA	S000003116	ORF|Verified	121	34.7	6	0.87	13987	19	1	44897
YGL149W	YGL149W	6321288	NA	S000003117	ORF|Dubious	14	4.76	NA	NA	NA	NA	NA	NA
YGL150C	INO80	6321289	NA	S000003118	ORF|Verified	533	118.53	3	0.59	1388	3	0.69	1432
YGL151W	NUT1	6321287	NA	S000003119	ORF|Verified	290	79.3	1	0.34	399	2	0.87	1799
YGL152C	YGL152C	6321286	NA	S000003120	ORF|Dubious	15	3.28	NA	NA	NA	NA	NA	NA
YGL153W	PEX14	6321285	NA	S000003121	ORF|Verified	127	38.64	1	0.32	770	NA	NA	NA
YGL154C	LYS5	6321284	NA	S000003122	ORF|Verified	58	12.94	NA	NA	NA	NA	NA	NA
YGL155W	CDC43	6321283	NA	S000003123	ORF|Verified	103	21.38	NA	NA	NA	NA	NA	NA
YGL156W	AMS1	6321282	NA	S000003124	ORF|Verified	345	95.41	1	0.22	214	NA	NA	NA
YGL157W	YGL157W	6321281	NA	S000003125	ORF|Verified	101	25.79	NA	NA	NA	3	1	9538
YGL158W	RCK1	6321280	NA	S000003126	ORF|Verified	151	38.95	NA	NA	NA	NA	NA	NA
YGL159W	YGL159W	6321279	NA	S000003127	ORF|Uncharacterized	102	21.96	NA	NA	NA	1	0.22	821
YGL160W	YGL160W	6321278	NA	S000003128	ORF|Uncharacterized	156	38.35	NA	NA	NA	NA	NA	NA
YGL161C	YGL161C	6321277	NA	S000003129	ORF|Verified	58	11.95	NA	NA	NA	NA	NA	NA
YGL162W	SUT1	6321276	NA	S000003130	ORF|Verified	103	29.42	NA	NA	NA	NA	NA	NA
YGL163C	RAD54	6321275	NA	S000003131	ORF|Verified	333	77.88	NA	NA	NA	4	0.53	2232
YGL164C	YGL164C	6321274	NA	S000003132	ORF|Verified	178	45.16	NA	NA	NA	NA	NA	NA
YGL165C	YGL165C	6321273	NA	S000003133	ORF|Dubious	28	4.56	NA	NA	NA	NA	NA	NA
YGL166W	CUP2	6321272	NA	S000003134	ORF|Verified	63	9.81	NA	NA	NA	NA	NA	NA
YGL167C	PMR1	6321271	NA	S000003135	ORF|Verified	253	55.8	NA	NA	NA	4	0.75	4408
YGL168W	YGL168W	6321270	NA	S000003136	ORF|Uncharacterized	25	5.85	NA	NA	NA	NA	NA	NA
YGL169W	SUA5	6321269	NA	S000003137	ORF|Verified	121	27.92	NA	NA	NA	NA	NA	NA
YGL170C	SPO74	6321268	NA	S000003138	ORF|Verified	131	39.43	NA	NA	NA	NA	NA	NA
YGL171W	ROK1	6321267	NA	S000003139	ORF|Verified	238	49.65	NA	NA	NA	NA	NA	NA
YGL172W	NUP49	6321266	NA	S000003140	ORF|Verified	55	16.05	NA	NA	NA	NA	NA	NA
YGL173C	KEM1	6321265	NA	S000003141	ORF|Verified	525	141.55	5	0.73	2398	NA	NA	NA
YGL174W	BUD13	6321264	NA	S000003142	ORF|Verified	122	31.44	NA	NA	NA	NA	NA	NA
YGL175C	SAE2	6321263	NA	S000003143	ORF|Verified	125	36.68	NA	NA	NA	NA	NA	NA
YGL176C	YGL176C	6321262	NA	S000003144	ORF|Uncharacterized	170	41.25	NA	NA	NA	NA	NA	NA
YGL177W	YGL177W	6321261	NA	S000003145	ORF|Dubious	55	6.73	NA	NA	NA	NA	NA	NA
YGL178W	MPT5	6321260	NA	S000003146	ORF|Verified	160	37.77	NA	NA	NA	NA	NA	NA
YGL179C	TOS3	6321259	NA	S000003147	ORF|Verified	151	34.3	NA	NA	NA	NA	NA	NA
YGL180W	APG1	6321258	NA	S000003148	ORF|Verified	277	78.74	NA	NA	NA	NA	NA	NA
YGL181W	GTS1	6321257	NA	S000003149	ORF|Verified	108	31.15	NA	NA	NA	NA	NA	NA
YGL182C	YGL182C	6321256	NA	S000003150	ORF|Dubious	37	10.95	NA	NA	NA	NA	NA	NA
YGL183C	MND1	6321255	NA	S000003151	ORF|Verified	88	19.55	NA	NA	NA	NA	NA	NA
YGL184C	STR3	6321254	NA	S000003152	ORF|Verified	140	33.56	NA	NA	NA	1	0.46	1124
YGL185C	YGL185C	6321253	NA	S000003153	ORF|Uncharacterized	139	36.55	NA	NA	NA	NA	NA	NA
YGL186C	YGL186C	6321252	NA	S000003154	ORF|Verified	119	24.44	NA	NA	NA	6	0.3	6039
YGL187C	COX4	6321251	NA	S000003155	ORF|Verified	41	10.23	NA	NA	NA	NA	NA	NA
YGL188C	YGL188C	6321250	NA	S000003156	ORF|Dubious	24	3.08	NA	NA	NA	NA	NA	NA
YGL189C	RPS26A	6321249	NA	S000003157	ORF|Verified	73	10.44	21	1	187023	19	1	149226
YGL190C	CDC55	6321248	NA	S000003158	ORF|Verified	154	40.65	NA	NA	NA	NA	NA	NA
YGL191W	COX13	6321247	NA	S000003159	ORF|Verified	46	13.69	NA	NA	NA	1	0.36	2156
YGL192W	IME4	6321246	NA	S000003160	ORF|Verified	182	38.42	NA	NA	NA	NA	NA	NA
YGL193C	YGL193C	6321245	NA	S000003161	ORF|Dubious	30	7.29	NA	NA	NA	NA	NA	NA
YGL194C	HOS2	6321244	NA	S000003162	ORF|Verified	114	32.85	1	0.26	736	NA	NA	NA
YGL195W	GCN1	6321243	NA	S000003163	ORF|Verified	759	218.96	11	0.98	4578	2	0.43	322
YGL196W	YGL196W	6321242	NA	S000003164	ORF|Uncharacterized	37	8.37	NA	NA	NA	NA	NA	NA
YGL197W	MDS3	6321241	NA	S000003165	ORF|Verified	464	134.73	1	0.23	159	5	0.96	2921
YGL198W	YGL198W	6321239	NA	S000003166	ORF|Verified	45	8.86	NA	NA	NA	NA	NA	NA
YGL199C	YGL199C	6321240	NA	S000003167	ORF|Dubious	36	9.06	1	0.32	3284	NA	NA	NA
YGL200C	EMP24	6321238	NA	S000003168	ORF|Verified	61	15.86	NA	NA	NA	NA	NA	NA
YGL201C	MCM6	6321237	NA	S000003169	ORF|Verified	301	79.34	NA	NA	NA	NA	NA	NA
YGL202W	ARO8	6321236	NA	S000003170	ORF|Verified	137	40.73	5	0.98	11186	24	1	48316
YGL203C	KEX1	6321235	NA	S000003171	ORF|Verified	177	48.84	NA	NA	NA	NA	NA	NA
YGL204C	YGL204C	6321234	NA	S000003172	ORF|Dubious	31	7.01	NA	NA	NA	NA	NA	NA
YGL205W	POX1	6321233	NA	S000003173	ORF|Verified	248	72.3	NA	NA	NA	1	0.2	227
YGL206C	CHC1	6321232	NA	S000003174	ORF|Verified	465	130	6	0.76	3261	2	0.9	1135
YGL207W	SPT16	6321231	NA	S000003175	ORF|Verified	353	91.21	NA	NA	NA	NA	NA	NA
YGL208W	SIP2	6321230	NA	S000003176	ORF|Verified	120	36.94	NA	NA	NA	NA	NA	NA
YGL209W	MIG2	6321229	NA	S000003177	ORF|Verified	97	17.99	NA	NA	NA	NA	NA	NA
YGL210W	YPT32	6321228	NA	S000003178	ORF|Verified	67	22.31	NA	NA	NA	NA	NA	NA
YGL211W	YGL211W	6321227	NA	S000003179	ORF|Uncharacterized	64	15.21	NA	NA	NA	NA	NA	NA
YGL212W	VAM7	6321226	NA	S000003180	ORF|Verified	139	31.59	1	0.23	677	NA	NA	NA
YGL213C	SKI8	6321225	NA	S000003181	ORF|Verified	94	19.79	NA	NA	NA	NA	NA	NA
YGL214W	YGL214W	6321224	NA	S000003182	ORF|Dubious	38	11.46	NA	NA	NA	NA	NA	NA
YGL215W	CLG1	6321223	NA	S000003183	ORF|Verified	57	17.4	NA	NA	NA	NA	NA	NA
YGL216W	KIP3	6321221	NA	S000003184	ORF|Verified	259	56.25	NA	NA	NA	NA	NA	NA
YGL217C	YGL217C	6321222	NA	S000003185	ORF|Dubious	17	5.59	NA	NA	NA	NA	NA	NA
YGL218W	YGL218W	6321219	NA	S000003186	ORF|Dubious	64	17.13	NA	NA	NA	NA	NA	NA
YGL219C	MMM2	6321220	NA	S000003187	ORF|Verified	139	34.05	NA	NA	NA	NA	NA	NA
YGL220W	YGL220W	6321218	NA	S000003188	ORF|Uncharacterized	51	8.82	NA	NA	NA	NA	NA	NA
YGL221C	NIF3	6321217	NA	S000003189	ORF|Verified	91	21.98	NA	NA	NA	NA	NA	NA
YGL222C	EDC1	6321216	NA	S000003190	ORF|Verified	67	17.02	NA	NA	NA	NA	NA	NA
YGL223C	COD3	6321215	NA	S000003191	ORF|Verified	114	35.14	NA	NA	NA	NA	NA	NA
YGL224C	SDT1	6321214	NA	S000003192	ORF|Verified	82	23.6	NA	NA	NA	NA	NA	NA
YGL225W	VRG4	6321213	NA	S000003193	ORF|Verified	53	9.76	NA	NA	NA	NA	NA	NA
YGL226C-A	OST5	6321211	NA	S000003194	ORF|Verified	17	4.23	NA	NA	NA	NA	NA	NA
YGL226W	YGL226W	6321212	NA	S000003195	ORF|Uncharacterized	50	12.1	NA	NA	NA	NA	NA	NA
YGL227W	VID30	6321210	NA	S000003196	ORF|Verified	260	68.56	NA	NA	NA	NA	NA	NA
YGL228W	SHE10	6321209	NA	S000003197	ORF|Verified	209	48.67	2	0.83	3171	2	0.25	842
YGL229C	SAP4	6321208	NA	S000003198	ORF|Verified	195	54.07	NA	NA	NA	NA	NA	NA
YGL230C	YGL230C	6321207	NA	S000003199	ORF|Uncharacterized	48	11.75	NA	NA	NA	3	0.2	4187
YGL231C	YGL231C	6321206	NA	S000003200	ORF|Uncharacterized	46	16.08	NA	NA	NA	NA	NA	NA
YGL232W	YGL232W	6321205	NA	S000003201	ORF|Verified	133	31.02	1	0.39	1169	NA	NA	NA
YGL233W	SEC15	6321204	NA	S000003202	ORF|Verified	250	66.72	NA	NA	NA	NA	NA	NA
YGL234W	ADE5,7	6321203	NA	S000003203	ORF|Verified	175	56.79	21	1	34381	53	1	76523
YGL235W	YGL235W	6321201	NA	S000003204	ORF|Uncharacterized	43	10.09	NA	NA	NA	NA	NA	NA
YGL236C	MTO1	6321202	NA	S000003205	ORF|Verified	206	55.52	NA	NA	NA	1	0.27	399
YGL237C	HAP2	6321200	NA	S000003206	ORF|Verified	79	16.84	NA	NA	NA	NA	NA	NA
YGL238W	CSE1	6321198	NA	S000003207	ORF|Verified	220	66.17	NA	NA	NA	NA	NA	NA
YGL239C	YGL239C	6321199	NA	S000003208	ORF|Dubious	25	6.51	NA	NA	NA	NA	NA	NA
YGL240W	DOC1	6321197	NA	S000003209	ORF|Verified	81	17.85	NA	NA	NA	NA	NA	NA
YGL241W	KAP114	6321196	NA	S000003210	ORF|Verified	226	64.38	NA	NA	NA	1	0.2	255
YGL242C	YGL242C	6321195	NA	S000003211	ORF|Uncharacterized	32	9.85	NA	NA	NA	NA	NA	NA
YGL243W	TAD1	6321194	NA	S000003212	ORF|Verified	139	36.84	NA	NA	NA	NA	NA	NA
